input,output
Classify complaint: This is regarding a serious concern. I am facing an issue related to loan application rejected. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Kindly investigate and update me.,loan
"Classify complaint: Dear Customer Care, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution. I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance. !!!!",fraud
"Classify complaint: Hi Team, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. I am unable to continue normal banking. This situation is unacceptable. Please refund the deducted amount. !!!!",fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to customer support not responding.  I am extremely worried about this.  I request urgent assistance.",other
"Classify complaint: Dear Customer Care, I am facing an issue related to suspicious login activity. I noticed this issue recently. I am extremely worried about this. I am disappointed with the service. Please resolve this immediately. pls help",fraud
"Classify complaint: Hello Support Team, I am facing an issue related to payment failed but money deducted.  This issue is affecting my daily transactions.  Please refund the deducted amount. pls help",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to suspicious login activity. The issue has persisted for several days.  I am disappointed with the service. Kindly investigate and update me. pls help,fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to account hacked. This problem started yesterday.  This is very frustrating. Please resolve this immediately. asap,fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to credit card declined during payment. This problem started yesterday.  This situation is unacceptable. Please resolve this immediately. pls help",credit_card
"Classify complaint: Dear Customer Care, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution.   Looking forward to quick resolution.",fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to payment not reflected. This problem started yesterday. I am extremely worried about this. This is very frustrating. Please resolve this immediately. pls help",payment
"Classify complaint: Hello Support Team, I am facing an issue related to someone accessed my account.  I am unable to continue normal banking. I am disappointed with the service. Looking forward to quick resolution. pls help",fraud
"Classify complaint: Hello Support Team, I am facing an issue related to general banking inquiry. I already contacted support but received no resolution.  This situation is unacceptable. Please refund the deducted amount. !!!!",other
Classify complaint: I am writing to report an issue. I am facing an issue related to UPI transaction stuck. I noticed this issue recently. This has caused financial stress. This situation is unacceptable. Please resolve this immediately.,payment
Classify complaint: I am writing to report an issue. I am facing an issue related to unexpected credit card charges. I already contacted support but received no resolution. This issue is affecting my daily transactions. I am disappointed with the service. Kindly investigate and update me. pls help,credit_card
Classify complaint: This is regarding a serious concern. I am facing an issue related to double payment charged. This problem started yesterday. I am extremely worried about this.  Looking forward to quick resolution. pls help,payment
"Classify complaint: Hello Support Team, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This issue is affecting my daily transactions. This is very frustrating. Kindly investigate and update me. !!!!",account
"Classify complaint: Hi Team, I am facing an issue related to credit card declined during payment.    Looking forward to quick resolution. urgent",credit_card
"Classify complaint: Hi Team, I am facing an issue related to transaction pending for long time. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. I request urgent assistance. urgent",payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to general banking inquiry. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. urgent,other
"Classify complaint: Hello Support Team, I am facing an issue related to UPI transaction stuck. This problem started yesterday.  I am disappointed with the service. Please resolve this immediately. !!!!",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to mobile app crashing frequently. The issue has persisted for several days. This has caused financial stress. This is very frustrating. Looking forward to quick resolution. !!!!,other
"Classify complaint: Dear Customer Care, I am facing an issue related to interest rate suddenly increased. I noticed this issue recently.  This situation is unacceptable. I request urgent assistance. pls help",loan
"Classify complaint: Hello Support Team, I am facing an issue related to unknown deduction from account.   This is very frustrating. I request urgent assistance.",fraud
"Classify complaint: Hi Team, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution. I am extremely worried about this. This is very frustrating. Kindly investigate and update me. !!!!",fraud
"Classify complaint: Hi Team, I am facing an issue related to interest rate suddenly increased. This problem started yesterday.  This situation is unacceptable. Please resolve this immediately. !!!!",loan
Classify complaint: This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. This problem started yesterday.   Looking forward to quick resolution. asap,fraud
"Classify complaint: Hello Support Team, I am facing an issue related to double payment charged. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me.",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to loan application rejected. This problem started yesterday. This has caused financial stress. This situation is unacceptable. Looking forward to quick resolution. asap,loan
"Classify complaint: Dear Customer Care, I am facing an issue related to payment not reflected.  I am unable to continue normal banking.  Please refund the deducted amount.",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to account locked automatically. I already contacted support but received no resolution. This has caused financial stress. I am disappointed with the service. Kindly investigate and update me. asap,account
"Classify complaint: Dear Customer Care, I am facing an issue related to payment failed but money deducted. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Looking forward to quick resolution. asap",payment
"Classify complaint: Hi Team, I am facing an issue related to password reset not working.  I am extremely worried about this. I am disappointed with the service. I request urgent assistance. urgent",account
Classify complaint: I am writing to report an issue. I am facing an issue related to transaction pending for long time. I noticed this issue recently. I am extremely worried about this. This situation is unacceptable. I request urgent assistance.,payment
"Classify complaint: Dear Customer Care, I am facing an issue related to technical issue in application. I noticed this issue recently.  This situation is unacceptable. I request urgent assistance. pls help",other
"Classify complaint: Hi Team, I am facing an issue related to unable to login to my account. The issue has persisted for several days.  I am disappointed with the service. Looking forward to quick resolution.",account
"Classify complaint: Hello Support Team, I am facing an issue related to international transaction not working. I already contacted support but received no resolution. I am unable to continue normal banking.  Looking forward to quick resolution. urgent",credit_card
Classify complaint: This is regarding a serious concern. I am facing an issue related to UPI transaction stuck.  This issue is affecting my daily transactions. I am disappointed with the service. Kindly investigate and update me. !!!!,payment
"Classify complaint: Dear Customer Care, I am facing an issue related to payment not reflected. This problem started yesterday. I am unable to continue normal banking.  Please resolve this immediately. urgent",payment
"Classify complaint: Dear Customer Care, I am facing an issue related to international transaction not working. I noticed this issue recently. This issue is affecting my daily transactions. This situation is unacceptable. Please resolve this immediately. pls help",credit_card
"Classify complaint: Hello Support Team, I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please resolve this immediately. urgent",fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. I am extremely worried about this. I am disappointed with the service. I request urgent assistance. pls help",fraud
"Classify complaint: Hi Team, I am facing an issue related to transaction pending for long time. This problem started yesterday.  I am disappointed with the service. Kindly investigate and update me.",payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to mobile number update issue. I already contacted support but received no resolution. I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance.,account
"Classify complaint: Hello Support Team, I am facing an issue related to payment not reflected. I already contacted support but received no resolution. I am extremely worried about this.  Kindly investigate and update me. urgent",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to payment not reflected.  I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. asap,payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to account locked automatically.  This issue is affecting my daily transactions. This is very frustrating. Kindly investigate and update me. urgent,account
"Classify complaint: Hi Team, I am facing an issue related to profile update failing. This problem started yesterday. I am extremely worried about this.  Kindly investigate and update me. !!!!",account
Classify complaint: This is regarding a serious concern. I am facing an issue related to account hacked. This problem started yesterday. I am unable to continue normal banking. This situation is unacceptable. Please refund the deducted amount. !!!!,fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to general banking inquiry.  This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. urgent",other
"Classify complaint: Hi Team, I am facing an issue related to unable to login to my account.    Kindly investigate and update me. urgent",account
Classify complaint: This is regarding a serious concern. I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Looking forward to quick resolution. asap,fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to international transaction not working. I already contacted support but received no resolution. This has caused financial stress. This is very frustrating. Looking forward to quick resolution.,credit_card
"Classify complaint: Dear Customer Care, I am facing an issue related to payment failed but money deducted. This problem started yesterday.  This is very frustrating. Please refund the deducted amount.",payment
"Classify complaint: Dear Customer Care, I am facing an issue related to password reset not working. The issue has persisted for several days.  I am disappointed with the service. Looking forward to quick resolution. pls help",account
Classify complaint: I am writing to report an issue. I am facing an issue related to credit limit reduced without notice. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Please resolve this immediately. pls help,credit_card
Classify complaint: I am writing to report an issue. I am facing an issue related to fraudulent transaction detected.   This is very frustrating. Looking forward to quick resolution. pls help,fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to payment not reflected. I noticed this issue recently. This has caused financial stress.  Looking forward to quick resolution. urgent",payment
"Classify complaint: Dear Customer Care, I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. I am unable to continue normal banking. This is very frustrating. Please resolve this immediately. pls help",fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to transaction pending for long time. I noticed this issue recently.  This is very frustrating. Please refund the deducted amount. urgent",payment
"Classify complaint: Dear Customer Care, I am facing an issue related to password reset not working. I noticed this issue recently. I am extremely worried about this. This situation is unacceptable. Please refund the deducted amount. !!!!",account
"Classify complaint: Hi Team, I am facing an issue related to password reset not working. I noticed this issue recently.  This situation is unacceptable. Please refund the deducted amount. asap",account
Classify complaint: I am writing to report an issue. I am facing an issue related to payment failed but money deducted. The issue has persisted for several days. I am unable to continue normal banking. This situation is unacceptable. Please refund the deducted amount.,payment
Classify complaint: I am writing to report an issue. I am facing an issue related to unable to login to my account. I already contacted support but received no resolution. This issue is affecting my daily transactions. This is very frustrating. Looking forward to quick resolution.,account
Classify complaint: This is regarding a serious concern. I am facing an issue related to technical issue in application. This problem started yesterday. I am unable to continue normal banking. This is very frustrating. I request urgent assistance. urgent,other
"Classify complaint: Hello Support Team, I am facing an issue related to service quality issue. I already contacted support but received no resolution. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. asap",other
"Classify complaint: Hi Team, I am facing an issue related to transaction pending for long time. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please resolve this immediately. pls help",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to service quality issue. I already contacted support but received no resolution. I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. urgent,other
Classify complaint: This is regarding a serious concern. I am facing an issue related to loan application rejected.  I am unable to continue normal banking.  I request urgent assistance. !!!!,loan
"Classify complaint: Dear Customer Care, I am facing an issue related to payment not reflected.  I am unable to continue normal banking. This situation is unacceptable. I request urgent assistance.",payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to unexpected credit card charges.  I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance. !!!!,credit_card
"Classify complaint: Hello Support Team, I am facing an issue related to payment not reflected.  I am unable to continue normal banking. This situation is unacceptable. Looking forward to quick resolution. pls help",payment
"Classify complaint: Dear Customer Care, I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please resolve this immediately. pls help",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to transaction pending for long time. This problem started yesterday. This issue is affecting my daily transactions. This is very frustrating. Please refund the deducted amount. urgent,payment
"Classify complaint: Dear Customer Care, I am facing an issue related to unable to login to my account. The issue has persisted for several days. I am extremely worried about this. This is very frustrating. Please resolve this immediately. pls help",account
"Classify complaint: Dear Customer Care, I am facing an issue related to loan application rejected.  I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. urgent",loan
"Classify complaint: Dear Customer Care, I am facing an issue related to service quality issue. The issue has persisted for several days. This issue is affecting my daily transactions. This situation is unacceptable. Looking forward to quick resolution.",other
Classify complaint: I am writing to report an issue. I am facing an issue related to technical issue in application.  I am unable to continue normal banking. This is very frustrating. I request urgent assistance.,other
"Classify complaint: Hello Support Team, I am facing an issue related to account hacked.  This issue is affecting my daily transactions. This is very frustrating. Please resolve this immediately. pls help",fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to credit card declined during payment. This problem started yesterday. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. asap,credit_card
"Classify complaint: Hi Team, I am facing an issue related to account locked automatically. This problem started yesterday. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. pls help",account
Classify complaint: This is regarding a serious concern. I am facing an issue related to payment not reflected. This problem started yesterday. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me.,payment
"Classify complaint: Hi Team, I am facing an issue related to customer support not responding. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please refund the deducted amount. pls help",other
"Classify complaint: Hi Team, I am facing an issue related to password reset not working.  I am unable to continue normal banking.  I request urgent assistance. asap",account
Classify complaint: I am writing to report an issue. I am facing an issue related to customer support not responding. This problem started yesterday. This issue is affecting my daily transactions. This situation is unacceptable. Kindly investigate and update me. urgent,other
Classify complaint: I am writing to report an issue. I am facing an issue related to unauthorized transaction on my credit card. I already contacted support but received no resolution. I am unable to continue normal banking. This is very frustrating. I request urgent assistance.,credit_card
"Classify complaint: Hi Team, I am facing an issue related to profile update failing. This problem started yesterday. This issue is affecting my daily transactions. This situation is unacceptable. I request urgent assistance. asap",account
"Classify complaint: Dear Customer Care, I am facing an issue related to UPI transaction stuck. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please resolve this immediately. !!!!",payment
"Classify complaint: Hello Support Team, I am facing an issue related to unauthorized transaction on my credit card. This problem started yesterday. This has caused financial stress.  Looking forward to quick resolution. urgent",credit_card
"Classify complaint: Hello Support Team, I am facing an issue related to mobile number update issue. The issue has persisted for several days. This has caused financial stress. I am disappointed with the service. Please refund the deducted amount. pls help",account
"Classify complaint: Hi Team, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Please resolve this immediately.",fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to mobile number update issue. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. I request urgent assistance. asap,account
"Classify complaint: Hello Support Team, I am facing an issue related to service quality issue.  I am unable to continue normal banking. This situation is unacceptable. Please resolve this immediately. pls help",other
Classify complaint: This is regarding a serious concern. I am facing an issue related to transaction pending for long time.  I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. asap,payment
Classify complaint: I am writing to report an issue. I am facing an issue related to unable to login to my account. I noticed this issue recently. I am extremely worried about this. This is very frustrating. I request urgent assistance. !!!!,account
"Classify complaint: Hi Team, I am facing an issue related to general banking inquiry. I already contacted support but received no resolution.   Kindly investigate and update me.",other
Classify complaint: This is regarding a serious concern. I am facing an issue related to incorrect EMI deduction. This problem started yesterday. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. pls help,loan
"Classify complaint: Hi Team, I am facing an issue related to transaction pending for long time. I already contacted support but received no resolution. This has caused financial stress. I am disappointed with the service. Please refund the deducted amount. asap",payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to interest rate suddenly increased. The issue has persisted for several days. This issue is affecting my daily transactions.  I request urgent assistance. !!!!,loan
Classify complaint: I am writing to report an issue. I am facing an issue related to technical issue in application. I noticed this issue recently. This issue is affecting my daily transactions. This is very frustrating. I request urgent assistance.,other
"Classify complaint: Hi Team, I am facing an issue related to suspicious login activity.  This has caused financial stress. This situation is unacceptable. Please refund the deducted amount. asap",fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to technical issue in application. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. !!!!,other
"Classify complaint: Hello Support Team, I am facing an issue related to password reset not working. This problem started yesterday.  I am disappointed with the service. Looking forward to quick resolution. asap",account
"Classify complaint: Hello Support Team, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This has caused financial stress.  Please refund the deducted amount. pls help",account
"Classify complaint: Hi Team, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. I am extremely worried about this. I am disappointed with the service. I request urgent assistance. !!!!",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to unauthorized transaction on my credit card.  This has caused financial stress.  I request urgent assistance. asap,credit_card
"Classify complaint: Hi Team, I am facing an issue related to fraudulent transaction detected. This problem started yesterday. I am unable to continue normal banking. I am disappointed with the service. Looking forward to quick resolution.",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to mobile app crashing frequently. I noticed this issue recently. I am extremely worried about this. This situation is unacceptable. I request urgent assistance. urgent,other
Classify complaint: I am writing to report an issue. I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. pls help,fraud
"Classify complaint: Hello Support Team, I am facing an issue related to double payment charged. I already contacted support but received no resolution. This has caused financial stress. This is very frustrating. Please resolve this immediately. urgent",payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to customer support not responding.  I am extremely worried about this.  I request urgent assistance. asap,other
Classify complaint: I am writing to report an issue. I am facing an issue related to suspicious login activity. This problem started yesterday. I am extremely worried about this.  Please refund the deducted amount. pls help,fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to payment not reflected. I noticed this issue recently. This issue is affecting my daily transactions.  Please resolve this immediately. !!!!,payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to interest rate suddenly increased. This problem started yesterday. This has caused financial stress. This is very frustrating. Looking forward to quick resolution. asap,loan
"Classify complaint: Dear Customer Care, I am facing an issue related to profile update failing. The issue has persisted for several days. I am unable to continue normal banking. This is very frustrating. Please refund the deducted amount. pls help",account
"Classify complaint: Hello Support Team, I am facing an issue related to password reset not working. I noticed this issue recently.  This situation is unacceptable. Kindly investigate and update me. pls help",account
"Classify complaint: Hi Team, I am facing an issue related to unable to login to my account. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. !!!!",account
"Classify complaint: Hi Team, I am facing an issue related to credit card declined during payment. The issue has persisted for several days. I am extremely worried about this.  Kindly investigate and update me.",credit_card
Classify complaint: This is regarding a serious concern. I am facing an issue related to payment not reflected. This problem started yesterday. This has caused financial stress. This situation is unacceptable. Looking forward to quick resolution. asap,payment
Classify complaint: I am writing to report an issue. I am facing an issue related to service quality issue. This problem started yesterday. This has caused financial stress.  I request urgent assistance. !!!!,other
Classify complaint: I am writing to report an issue. I am facing an issue related to payment failed but money deducted.  I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. asap,payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to general banking inquiry. This problem started yesterday. I am extremely worried about this. This is very frustrating. Looking forward to quick resolution. asap,other
Classify complaint: I am writing to report an issue. I am facing an issue related to UPI transaction stuck. I noticed this issue recently. This issue is affecting my daily transactions. This is very frustrating. Please resolve this immediately. !!!!,payment
"Classify complaint: Hi Team, I am facing an issue related to service quality issue. The issue has persisted for several days. I am unable to continue normal banking.  I request urgent assistance. pls help",other
Classify complaint: I am writing to report an issue. I am facing an issue related to payment failed but money deducted. The issue has persisted for several days.  This is very frustrating. Please refund the deducted amount. pls help,payment
"Classify complaint: Dear Customer Care, I am facing an issue related to suspicious login activity. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please resolve this immediately. asap",fraud
"Classify complaint: Hello Support Team, I am facing an issue related to UPI transaction stuck.    I request urgent assistance. pls help",payment
"Classify complaint: Hello Support Team, I am facing an issue related to customer support not responding. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance. asap",other
Classify complaint: I am writing to report an issue. I am facing an issue related to payment not reflected. I noticed this issue recently. I am extremely worried about this. I am disappointed with the service. Please refund the deducted amount. !!!!,payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to password reset not working.   This situation is unacceptable. Looking forward to quick resolution. !!!!,account
Classify complaint: I am writing to report an issue. I am facing an issue related to customer support not responding. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. asap,other
Classify complaint: This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. This has caused financial stress. This is very frustrating. Please resolve this immediately. pls help,fraud
"Classify complaint: Hi Team, I am facing an issue related to transaction pending for long time. The issue has persisted for several days.  This is very frustrating. Looking forward to quick resolution. !!!!",payment
"Classify complaint: Hello Support Team, I am facing an issue related to unexpected credit card charges.  I am unable to continue normal banking.  I request urgent assistance. urgent",credit_card
"Classify complaint: Dear Customer Care, I am facing an issue related to mobile number update issue. I noticed this issue recently. This has caused financial stress. This is very frustrating. Kindly investigate and update me. !!!!",account
"Classify complaint: Hello Support Team, I am facing an issue related to payment failed but money deducted. This problem started yesterday. This has caused financial stress.  I request urgent assistance. urgent",payment
Classify complaint: I am writing to report an issue. I am facing an issue related to payment not reflected. I already contacted support but received no resolution. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. pls help,payment
"Classify complaint: Hi Team, I am facing an issue related to service quality issue. I already contacted support but received no resolution. This issue is affecting my daily transactions.  Looking forward to quick resolution.",other
Classify complaint: This is regarding a serious concern. I am facing an issue related to unable to login to my account. The issue has persisted for several days.  This is very frustrating. Please refund the deducted amount.,account
"Classify complaint: Hello Support Team, I am facing an issue related to incorrect EMI deduction.  This issue is affecting my daily transactions.  Please resolve this immediately. !!!!",loan
"Classify complaint: Hello Support Team, I am facing an issue related to unknown deduction from account. This problem started yesterday. I am unable to continue normal banking.  I request urgent assistance. !!!!",fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to account hacked. I noticed this issue recently. This issue is affecting my daily transactions. This is very frustrating. Please refund the deducted amount.,fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to customer support not responding. I noticed this issue recently.  I am disappointed with the service. Please refund the deducted amount. !!!!,other
Classify complaint: I am writing to report an issue. I am facing an issue related to unable to login to my account. I already contacted support but received no resolution. I am unable to continue normal banking.  Please refund the deducted amount. asap,account
Classify complaint: I am writing to report an issue. I am facing an issue related to technical issue in application. The issue has persisted for several days. This issue is affecting my daily transactions. This situation is unacceptable. Looking forward to quick resolution.,other
Classify complaint: This is regarding a serious concern. I am facing an issue related to mobile app crashing frequently. This problem started yesterday. I am extremely worried about this. I am disappointed with the service. Looking forward to quick resolution. urgent,other
"Classify complaint: Hello Support Team, I am facing an issue related to unknown deduction from account.   I am disappointed with the service. Please resolve this immediately. urgent",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to someone accessed my account. This problem started yesterday.  This is very frustrating. Kindly investigate and update me. asap,fraud
"Classify complaint: Hi Team, I am facing an issue related to transaction pending for long time. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. urgent",payment
"Classify complaint: Dear Customer Care, I am facing an issue related to mobile app crashing frequently.  This has caused financial stress. This situation is unacceptable. Kindly investigate and update me. urgent",other
Classify complaint: This is regarding a serious concern. I am facing an issue related to unable to login to my account. This problem started yesterday. This issue is affecting my daily transactions. This situation is unacceptable. I request urgent assistance.,account
"Classify complaint: Dear Customer Care, I am facing an issue related to mobile app crashing frequently.  I am unable to continue normal banking. This is very frustrating. Please refund the deducted amount. asap",other
"Classify complaint: Hi Team, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. This has caused financial stress. This is very frustrating. I request urgent assistance. pls help",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to double payment charged. This problem started yesterday. I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution.,payment
"Classify complaint: Dear Customer Care, I am facing an issue related to password reset not working. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. pls help",account
"Classify complaint: Dear Customer Care, I am facing an issue related to unexpected credit card charges. This problem started yesterday. This issue is affecting my daily transactions. This is very frustrating. I request urgent assistance. urgent",credit_card
Classify complaint: This is regarding a serious concern. I am facing an issue related to payment not reflected. The issue has persisted for several days. I am unable to continue normal banking.  I request urgent assistance. urgent,payment
"Classify complaint: Dear Customer Care, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Please resolve this immediately. pls help",account
Classify complaint: This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. This issue is affecting my daily transactions. This is very frustrating. Looking forward to quick resolution. pls help,fraud
"Classify complaint: Hi Team, I am facing an issue related to incorrect EMI deduction. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Kindly investigate and update me. pls help",loan
Classify complaint: This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution.  This situation is unacceptable. Kindly investigate and update me. pls help,fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to mobile number update issue. I noticed this issue recently. I am unable to continue normal banking.  Please refund the deducted amount. asap,account
Classify complaint: This is regarding a serious concern. I am facing an issue related to loan application rejected. I noticed this issue recently. I am extremely worried about this. This is very frustrating. Please resolve this immediately. asap,loan
Classify complaint: I am writing to report an issue. I am facing an issue related to double payment charged.  I am unable to continue normal banking. This situation is unacceptable. Kindly investigate and update me. urgent,payment
Classify complaint: This is regarding a serious concern. I am facing an issue related to credit card declined during payment.  I am unable to continue normal banking. This is very frustrating. Please resolve this immediately. pls help,credit_card
"Classify complaint: Hello Support Team, I am facing an issue related to payment failed but money deducted. The issue has persisted for several days.  This is very frustrating. Kindly investigate and update me.",payment
"Classify complaint: Hi Team, I am facing an issue related to service quality issue. I already contacted support but received no resolution.  This situation is unacceptable. Looking forward to quick resolution. !!!!",other
Classify complaint: I am writing to report an issue. I am facing an issue related to unknown deduction from account.  This has caused financial stress. This situation is unacceptable. Kindly investigate and update me. urgent,fraud
"Classify complaint: Dear Customer Care, I am facing an issue related to technical issue in application. I already contacted support but received no resolution. I am unable to continue normal banking. This is very frustrating. Please resolve this immediately. urgent",other
Classify complaint: This is regarding a serious concern. I am facing an issue related to international transaction not working. The issue has persisted for several days.  This situation is unacceptable. Kindly investigate and update me. pls help,credit_card
"Classify complaint: Hello Support Team, I am facing an issue related to unknown deduction from account. The issue has persisted for several days. I am unable to continue normal banking. This situation is unacceptable. Looking forward to quick resolution. asap",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to suspicious login activity. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. Please resolve this immediately. urgent,fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to profile update failing. I noticed this issue recently. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. pls help,account
Classify complaint: This is regarding a serious concern. I am facing an issue related to mobile number update issue. This problem started yesterday. This has caused financial stress. This is very frustrating. Please refund the deducted amount. asap,account
Classify complaint: This is regarding a serious concern. I am facing an issue related to unauthorized transaction on my credit card.  I am unable to continue normal banking. I am disappointed with the service. Looking forward to quick resolution. pls help,credit_card
Classify complaint: This is regarding a serious concern. I am facing an issue related to account locked automatically. I already contacted support but received no resolution.  I am disappointed with the service. Please refund the deducted amount. pls help,account
"Classify complaint: Dear Customer Care, I am facing an issue related to account hacked. The issue has persisted for several days. I am extremely worried about this. This is very frustrating. Please resolve this immediately. asap",fraud
Classify complaint: I am writing to report an issue. I am facing an issue related to technical issue in application. This problem started yesterday. This issue is affecting my daily transactions. I am disappointed with the service. Looking forward to quick resolution. !!!!,other
Classify complaint: This is regarding a serious concern. I am facing an issue related to account hacked. This problem started yesterday. I am extremely worried about this. I am disappointed with the service. Looking forward to quick resolution. !!!!,fraud
Classify complaint: This is regarding a serious concern. I am facing an issue related to payment failed but money deducted.  This has caused financial stress. This situation is unacceptable. Please refund the deducted amount. pls help,payment
"Classify complaint: Hello Support Team, I am facing an issue related to fraudulent transaction detected. This problem started yesterday.  This situation is unacceptable. Looking forward to quick resolution. asap",fraud
"Classify complaint: Hi Team, I am facing an issue related to profile update failing. The issue has persisted for several days. I am unable to continue normal banking.  Looking forward to quick resolution.",account
"Classify complaint: Hello Support Team, I am facing an issue related to transaction pending for long time. This problem started yesterday.   Kindly investigate and update me. asap",payment
