text,label
"Dear Customer Care, I am facing an issue related to suspicious login activity. This problem started yesterday. I am unable to continue normal banking.  Looking forward to quick resolution. urgent",fraud
"Dear Customer Care, I am facing an issue related to general banking inquiry. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please refund the deducted amount. pls help",other
This is regarding a serious concern. I am facing an issue related to unknown deduction from account. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Please refund the deducted amount. pls help,fraud
"Hello Support Team, I am facing an issue related to unauthorized transaction on my credit card. I already contacted support but received no resolution. I am extremely worried about this.  I request urgent assistance.",credit_card
"Hello Support Team, I am facing an issue related to unknown deduction from account.  I am unable to continue normal banking. This is very frustrating. Please refund the deducted amount.",fraud
"Hi Team, I am facing an issue related to loan application rejected. I noticed this issue recently. This issue is affecting my daily transactions. I am disappointed with the service. Kindly investigate and update me. asap",loan
"Hi Team, I am facing an issue related to international transaction not working. The issue has persisted for several days. This has caused financial stress. This situation is unacceptable. Please resolve this immediately. urgent",credit_card
I am writing to report an issue. I am facing an issue related to technical issue in application. The issue has persisted for several days. I am extremely worried about this. This is very frustrating. Please resolve this immediately. pls help,other
"Hello Support Team, I am facing an issue related to mobile number update issue. This problem started yesterday. I am extremely worried about this.  Kindly investigate and update me. pls help",account
"Hello Support Team, I am facing an issue related to someone accessed my account. The issue has persisted for several days.  This is very frustrating. Please refund the deducted amount. !!!!",fraud
"Dear Customer Care, I am facing an issue related to general banking inquiry. I already contacted support but received no resolution. I am unable to continue normal banking. This situation is unacceptable. Please resolve this immediately. !!!!",other
"Dear Customer Care, I am facing an issue related to loan approval taking too long. This problem started yesterday. This has caused financial stress. This is very frustrating. Looking forward to quick resolution. pls help",loan
"Hi Team, I am facing an issue related to credit limit reduced without notice. This problem started yesterday. I am unable to continue normal banking.  Kindly investigate and update me. !!!!",credit_card
I am writing to report an issue. I am facing an issue related to mobile app crashing frequently. This problem started yesterday.  I am disappointed with the service. Looking forward to quick resolution.,other
"Hi Team, I am facing an issue related to technical issue in application.  I am unable to continue normal banking. This is very frustrating. Please refund the deducted amount. pls help",other
I am writing to report an issue. I am facing an issue related to interest rate suddenly increased. I already contacted support but received no resolution. This has caused financial stress. I am disappointed with the service. Looking forward to quick resolution. !!!!,loan
"Dear Customer Care, I am facing an issue related to mobile app crashing frequently. I already contacted support but received no resolution. This has caused financial stress.  Kindly investigate and update me. pls help",other
"Hi Team, I am facing an issue related to someone accessed my account. The issue has persisted for several days. I am extremely worried about this.  Kindly investigate and update me. asap",fraud
"Hello Support Team, I am facing an issue related to mobile number update issue.  This issue is affecting my daily transactions. I am disappointed with the service. Please resolve this immediately. asap",account
"Hello Support Team, I am facing an issue related to someone accessed my account.  I am extremely worried about this. This situation is unacceptable. Please resolve this immediately.",fraud
"Dear Customer Care, I am facing an issue related to profile update failing. I noticed this issue recently. I am extremely worried about this. This is very frustrating. Please refund the deducted amount. asap",account
"Dear Customer Care, I am facing an issue related to international transaction not working. I noticed this issue recently. I am extremely worried about this. I am disappointed with the service. Looking forward to quick resolution.",credit_card
"Hi Team, I am facing an issue related to loan application rejected. I already contacted support but received no resolution. This has caused financial stress.  Please resolve this immediately.",loan
This is regarding a serious concern. I am facing an issue related to UPI transaction stuck. I already contacted support but received no resolution.  This situation is unacceptable. Looking forward to quick resolution. pls help,payment
"Hi Team, I am facing an issue related to UPI transaction stuck. I already contacted support but received no resolution.   I request urgent assistance. pls help",payment
"Dear Customer Care, I am facing an issue related to loan application rejected. This problem started yesterday.  I am disappointed with the service. Looking forward to quick resolution. asap",loan
This is regarding a serious concern. I am facing an issue related to unknown deduction from account. The issue has persisted for several days. This issue is affecting my daily transactions.  Looking forward to quick resolution. !!!!,fraud
"Dear Customer Care, I am facing an issue related to loan approval taking too long. The issue has persisted for several days.  I am disappointed with the service. Kindly investigate and update me. asap",loan
I am writing to report an issue. I am facing an issue related to someone accessed my account. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Looking forward to quick resolution. pls help,fraud
"Dear Customer Care, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Looking forward to quick resolution. urgent",account
This is regarding a serious concern. I am facing an issue related to international transaction not working. I already contacted support but received no resolution. This has caused financial stress. I am disappointed with the service. Please refund the deducted amount. pls help,credit_card
"Hi Team, I am facing an issue related to customer support not responding. I noticed this issue recently. I am extremely worried about this.  Kindly investigate and update me. asap",other
I am writing to report an issue. I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution.  I am disappointed with the service. Kindly investigate and update me. asap,fraud
"Dear Customer Care, I am facing an issue related to interest rate suddenly increased. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. Please resolve this immediately. !!!!",loan
"Dear Customer Care, I am facing an issue related to general banking inquiry. This problem started yesterday.  This is very frustrating. Looking forward to quick resolution. asap",other
This is regarding a serious concern. I am facing an issue related to mobile app crashing frequently. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. Please resolve this immediately.,other
I am writing to report an issue. I am facing an issue related to account hacked. I already contacted support but received no resolution. I am unable to continue normal banking.  Please refund the deducted amount.,fraud
"Hello Support Team, I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please refund the deducted amount. asap",fraud
I am writing to report an issue. I am facing an issue related to mobile number update issue. The issue has persisted for several days. This issue is affecting my daily transactions.  Kindly investigate and update me. urgent,account
This is regarding a serious concern. I am facing an issue related to loan application rejected. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Kindly investigate and update me.,loan
"Dear Customer Care, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution. I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance. !!!!",fraud
"Hi Team, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. I am unable to continue normal banking. This situation is unacceptable. Please refund the deducted amount. !!!!",fraud
"Dear Customer Care, I am facing an issue related to customer support not responding.  I am extremely worried about this.  I request urgent assistance.",other
"Dear Customer Care, I am facing an issue related to suspicious login activity. I noticed this issue recently. I am extremely worried about this. I am disappointed with the service. Please resolve this immediately. pls help",fraud
"Hello Support Team, I am facing an issue related to payment failed but money deducted.  This issue is affecting my daily transactions.  Please refund the deducted amount. pls help",payment
I am writing to report an issue. I am facing an issue related to suspicious login activity. The issue has persisted for several days.  I am disappointed with the service. Kindly investigate and update me. pls help,fraud
This is regarding a serious concern. I am facing an issue related to account hacked. This problem started yesterday.  This is very frustrating. Please resolve this immediately. asap,fraud
"Dear Customer Care, I am facing an issue related to credit card declined during payment. This problem started yesterday.  This situation is unacceptable. Please resolve this immediately. pls help",credit_card
"Dear Customer Care, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution.   Looking forward to quick resolution.",fraud
"Dear Customer Care, I am facing an issue related to payment not reflected. This problem started yesterday. I am extremely worried about this. This is very frustrating. Please resolve this immediately. pls help",payment
"Hello Support Team, I am facing an issue related to someone accessed my account.  I am unable to continue normal banking. I am disappointed with the service. Looking forward to quick resolution. pls help",fraud
"Hello Support Team, I am facing an issue related to general banking inquiry. I already contacted support but received no resolution.  This situation is unacceptable. Please refund the deducted amount. !!!!",other
I am writing to report an issue. I am facing an issue related to UPI transaction stuck. I noticed this issue recently. This has caused financial stress. This situation is unacceptable. Please resolve this immediately.,payment
I am writing to report an issue. I am facing an issue related to unexpected credit card charges. I already contacted support but received no resolution. This issue is affecting my daily transactions. I am disappointed with the service. Kindly investigate and update me. pls help,credit_card
This is regarding a serious concern. I am facing an issue related to double payment charged. This problem started yesterday. I am extremely worried about this.  Looking forward to quick resolution. pls help,payment
"Hello Support Team, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This issue is affecting my daily transactions. This is very frustrating. Kindly investigate and update me. !!!!",account
"Hi Team, I am facing an issue related to credit card declined during payment.    Looking forward to quick resolution. urgent",credit_card
"Hi Team, I am facing an issue related to transaction pending for long time. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. I request urgent assistance. urgent",payment
This is regarding a serious concern. I am facing an issue related to general banking inquiry. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. urgent,other
"Hello Support Team, I am facing an issue related to UPI transaction stuck. This problem started yesterday.  I am disappointed with the service. Please resolve this immediately. !!!!",payment
I am writing to report an issue. I am facing an issue related to mobile app crashing frequently. The issue has persisted for several days. This has caused financial stress. This is very frustrating. Looking forward to quick resolution. !!!!,other
"Dear Customer Care, I am facing an issue related to interest rate suddenly increased. I noticed this issue recently.  This situation is unacceptable. I request urgent assistance. pls help",loan
"Hello Support Team, I am facing an issue related to unknown deduction from account.   This is very frustrating. I request urgent assistance.",fraud
"Hi Team, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution. I am extremely worried about this. This is very frustrating. Kindly investigate and update me. !!!!",fraud
"Hi Team, I am facing an issue related to interest rate suddenly increased. This problem started yesterday.  This situation is unacceptable. Please resolve this immediately. !!!!",loan
This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. This problem started yesterday.   Looking forward to quick resolution. asap,fraud
"Hello Support Team, I am facing an issue related to double payment charged. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me.",payment
I am writing to report an issue. I am facing an issue related to loan application rejected. This problem started yesterday. This has caused financial stress. This situation is unacceptable. Looking forward to quick resolution. asap,loan
"Dear Customer Care, I am facing an issue related to payment not reflected.  I am unable to continue normal banking.  Please refund the deducted amount.",payment
I am writing to report an issue. I am facing an issue related to account locked automatically. I already contacted support but received no resolution. This has caused financial stress. I am disappointed with the service. Kindly investigate and update me. asap,account
"Dear Customer Care, I am facing an issue related to payment failed but money deducted. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Looking forward to quick resolution. asap",payment
"Hi Team, I am facing an issue related to password reset not working.  I am extremely worried about this. I am disappointed with the service. I request urgent assistance. urgent",account
I am writing to report an issue. I am facing an issue related to transaction pending for long time. I noticed this issue recently. I am extremely worried about this. This situation is unacceptable. I request urgent assistance.,payment
"Dear Customer Care, I am facing an issue related to technical issue in application. I noticed this issue recently.  This situation is unacceptable. I request urgent assistance. pls help",other
"Hi Team, I am facing an issue related to unable to login to my account. The issue has persisted for several days.  I am disappointed with the service. Looking forward to quick resolution.",account
"Hello Support Team, I am facing an issue related to international transaction not working. I already contacted support but received no resolution. I am unable to continue normal banking.  Looking forward to quick resolution. urgent",credit_card
This is regarding a serious concern. I am facing an issue related to UPI transaction stuck.  This issue is affecting my daily transactions. I am disappointed with the service. Kindly investigate and update me. !!!!,payment
"Dear Customer Care, I am facing an issue related to payment not reflected. This problem started yesterday. I am unable to continue normal banking.  Please resolve this immediately. urgent",payment
"Dear Customer Care, I am facing an issue related to international transaction not working. I noticed this issue recently. This issue is affecting my daily transactions. This situation is unacceptable. Please resolve this immediately. pls help",credit_card
"Hello Support Team, I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please resolve this immediately. urgent",fraud
"Dear Customer Care, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. I am extremely worried about this. I am disappointed with the service. I request urgent assistance. pls help",fraud
"Hi Team, I am facing an issue related to transaction pending for long time. This problem started yesterday.  I am disappointed with the service. Kindly investigate and update me.",payment
This is regarding a serious concern. I am facing an issue related to mobile number update issue. I already contacted support but received no resolution. I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance.,account
"Hello Support Team, I am facing an issue related to payment not reflected. I already contacted support but received no resolution. I am extremely worried about this.  Kindly investigate and update me. urgent",payment
I am writing to report an issue. I am facing an issue related to payment not reflected.  I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. asap,payment
This is regarding a serious concern. I am facing an issue related to account locked automatically.  This issue is affecting my daily transactions. This is very frustrating. Kindly investigate and update me. urgent,account
"Hi Team, I am facing an issue related to profile update failing. This problem started yesterday. I am extremely worried about this.  Kindly investigate and update me. !!!!",account
This is regarding a serious concern. I am facing an issue related to account hacked. This problem started yesterday. I am unable to continue normal banking. This situation is unacceptable. Please refund the deducted amount. !!!!,fraud
"Dear Customer Care, I am facing an issue related to general banking inquiry.  This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. urgent",other
"Hi Team, I am facing an issue related to unable to login to my account.    Kindly investigate and update me. urgent",account
This is regarding a serious concern. I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Looking forward to quick resolution. asap,fraud
I am writing to report an issue. I am facing an issue related to international transaction not working. I already contacted support but received no resolution. This has caused financial stress. This is very frustrating. Looking forward to quick resolution.,credit_card
"Dear Customer Care, I am facing an issue related to payment failed but money deducted. This problem started yesterday.  This is very frustrating. Please refund the deducted amount.",payment
"Dear Customer Care, I am facing an issue related to password reset not working. The issue has persisted for several days.  I am disappointed with the service. Looking forward to quick resolution. pls help",account
I am writing to report an issue. I am facing an issue related to credit limit reduced without notice. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Please resolve this immediately. pls help,credit_card
I am writing to report an issue. I am facing an issue related to fraudulent transaction detected.   This is very frustrating. Looking forward to quick resolution. pls help,fraud
"Dear Customer Care, I am facing an issue related to payment not reflected. I noticed this issue recently. This has caused financial stress.  Looking forward to quick resolution. urgent",payment
"Dear Customer Care, I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. I am unable to continue normal banking. This is very frustrating. Please resolve this immediately. pls help",fraud
"Dear Customer Care, I am facing an issue related to transaction pending for long time. I noticed this issue recently.  This is very frustrating. Please refund the deducted amount. urgent",payment
"Dear Customer Care, I am facing an issue related to password reset not working. I noticed this issue recently. I am extremely worried about this. This situation is unacceptable. Please refund the deducted amount. !!!!",account
"Hi Team, I am facing an issue related to password reset not working. I noticed this issue recently.  This situation is unacceptable. Please refund the deducted amount. asap",account
I am writing to report an issue. I am facing an issue related to payment failed but money deducted. The issue has persisted for several days. I am unable to continue normal banking. This situation is unacceptable. Please refund the deducted amount.,payment
I am writing to report an issue. I am facing an issue related to unable to login to my account. I already contacted support but received no resolution. This issue is affecting my daily transactions. This is very frustrating. Looking forward to quick resolution.,account
This is regarding a serious concern. I am facing an issue related to technical issue in application. This problem started yesterday. I am unable to continue normal banking. This is very frustrating. I request urgent assistance. urgent,other
"Hello Support Team, I am facing an issue related to service quality issue. I already contacted support but received no resolution. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. asap",other
"Hi Team, I am facing an issue related to transaction pending for long time. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please resolve this immediately. pls help",payment
I am writing to report an issue. I am facing an issue related to service quality issue. I already contacted support but received no resolution. I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. urgent,other
This is regarding a serious concern. I am facing an issue related to loan application rejected.  I am unable to continue normal banking.  I request urgent assistance. !!!!,loan
"Dear Customer Care, I am facing an issue related to payment not reflected.  I am unable to continue normal banking. This situation is unacceptable. I request urgent assistance.",payment
This is regarding a serious concern. I am facing an issue related to unexpected credit card charges.  I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance. !!!!,credit_card
"Hello Support Team, I am facing an issue related to payment not reflected.  I am unable to continue normal banking. This situation is unacceptable. Looking forward to quick resolution. pls help",payment
"Dear Customer Care, I am facing an issue related to account hacked. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please resolve this immediately. pls help",fraud
I am writing to report an issue. I am facing an issue related to transaction pending for long time. This problem started yesterday. This issue is affecting my daily transactions. This is very frustrating. Please refund the deducted amount. urgent,payment
"Dear Customer Care, I am facing an issue related to unable to login to my account. The issue has persisted for several days. I am extremely worried about this. This is very frustrating. Please resolve this immediately. pls help",account
"Dear Customer Care, I am facing an issue related to loan application rejected.  I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. urgent",loan
"Dear Customer Care, I am facing an issue related to service quality issue. The issue has persisted for several days. This issue is affecting my daily transactions. This situation is unacceptable. Looking forward to quick resolution.",other
I am writing to report an issue. I am facing an issue related to technical issue in application.  I am unable to continue normal banking. This is very frustrating. I request urgent assistance.,other
"Hello Support Team, I am facing an issue related to account hacked.  This issue is affecting my daily transactions. This is very frustrating. Please resolve this immediately. pls help",fraud
This is regarding a serious concern. I am facing an issue related to credit card declined during payment. This problem started yesterday. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. asap,credit_card
"Hi Team, I am facing an issue related to account locked automatically. This problem started yesterday. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. pls help",account
This is regarding a serious concern. I am facing an issue related to payment not reflected. This problem started yesterday. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me.,payment
"Hi Team, I am facing an issue related to customer support not responding. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please refund the deducted amount. pls help",other
"Hi Team, I am facing an issue related to password reset not working.  I am unable to continue normal banking.  I request urgent assistance. asap",account
I am writing to report an issue. I am facing an issue related to customer support not responding. This problem started yesterday. This issue is affecting my daily transactions. This situation is unacceptable. Kindly investigate and update me. urgent,other
I am writing to report an issue. I am facing an issue related to unauthorized transaction on my credit card. I already contacted support but received no resolution. I am unable to continue normal banking. This is very frustrating. I request urgent assistance.,credit_card
"Hi Team, I am facing an issue related to profile update failing. This problem started yesterday. This issue is affecting my daily transactions. This situation is unacceptable. I request urgent assistance. asap",account
"Dear Customer Care, I am facing an issue related to UPI transaction stuck. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Please resolve this immediately. !!!!",payment
"Hello Support Team, I am facing an issue related to unauthorized transaction on my credit card. This problem started yesterday. This has caused financial stress.  Looking forward to quick resolution. urgent",credit_card
"Hello Support Team, I am facing an issue related to mobile number update issue. The issue has persisted for several days. This has caused financial stress. I am disappointed with the service. Please refund the deducted amount. pls help",account
"Hi Team, I am facing an issue related to unknown deduction from account. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Please resolve this immediately.",fraud
This is regarding a serious concern. I am facing an issue related to mobile number update issue. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. I request urgent assistance. asap,account
"Hello Support Team, I am facing an issue related to service quality issue.  I am unable to continue normal banking. This situation is unacceptable. Please resolve this immediately. pls help",other
This is regarding a serious concern. I am facing an issue related to transaction pending for long time.  I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. asap,payment
I am writing to report an issue. I am facing an issue related to unable to login to my account. I noticed this issue recently. I am extremely worried about this. This is very frustrating. I request urgent assistance. !!!!,account
"Hi Team, I am facing an issue related to general banking inquiry. I already contacted support but received no resolution.   Kindly investigate and update me.",other
This is regarding a serious concern. I am facing an issue related to incorrect EMI deduction. This problem started yesterday. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. pls help,loan
"Hi Team, I am facing an issue related to transaction pending for long time. I already contacted support but received no resolution. This has caused financial stress. I am disappointed with the service. Please refund the deducted amount. asap",payment
This is regarding a serious concern. I am facing an issue related to interest rate suddenly increased. The issue has persisted for several days. This issue is affecting my daily transactions.  I request urgent assistance. !!!!,loan
I am writing to report an issue. I am facing an issue related to technical issue in application. I noticed this issue recently. This issue is affecting my daily transactions. This is very frustrating. I request urgent assistance.,other
"Hi Team, I am facing an issue related to suspicious login activity.  This has caused financial stress. This situation is unacceptable. Please refund the deducted amount. asap",fraud
This is regarding a serious concern. I am facing an issue related to technical issue in application. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. !!!!,other
"Hello Support Team, I am facing an issue related to password reset not working. This problem started yesterday.  I am disappointed with the service. Looking forward to quick resolution. asap",account
"Hello Support Team, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This has caused financial stress.  Please refund the deducted amount. pls help",account
"Hi Team, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. I am extremely worried about this. I am disappointed with the service. I request urgent assistance. !!!!",fraud
I am writing to report an issue. I am facing an issue related to unauthorized transaction on my credit card.  This has caused financial stress.  I request urgent assistance. asap,credit_card
"Hi Team, I am facing an issue related to fraudulent transaction detected. This problem started yesterday. I am unable to continue normal banking. I am disappointed with the service. Looking forward to quick resolution.",fraud
I am writing to report an issue. I am facing an issue related to mobile app crashing frequently. I noticed this issue recently. I am extremely worried about this. This situation is unacceptable. I request urgent assistance. urgent,other
I am writing to report an issue. I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. pls help,fraud
"Hello Support Team, I am facing an issue related to double payment charged. I already contacted support but received no resolution. This has caused financial stress. This is very frustrating. Please resolve this immediately. urgent",payment
This is regarding a serious concern. I am facing an issue related to customer support not responding.  I am extremely worried about this.  I request urgent assistance. asap,other
I am writing to report an issue. I am facing an issue related to suspicious login activity. This problem started yesterday. I am extremely worried about this.  Please refund the deducted amount. pls help,fraud
I am writing to report an issue. I am facing an issue related to payment not reflected. I noticed this issue recently. This issue is affecting my daily transactions.  Please resolve this immediately. !!!!,payment
This is regarding a serious concern. I am facing an issue related to interest rate suddenly increased. This problem started yesterday. This has caused financial stress. This is very frustrating. Looking forward to quick resolution. asap,loan
"Dear Customer Care, I am facing an issue related to profile update failing. The issue has persisted for several days. I am unable to continue normal banking. This is very frustrating. Please refund the deducted amount. pls help",account
"Hello Support Team, I am facing an issue related to password reset not working. I noticed this issue recently.  This situation is unacceptable. Kindly investigate and update me. pls help",account
"Hi Team, I am facing an issue related to unable to login to my account. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. !!!!",account
"Hi Team, I am facing an issue related to credit card declined during payment. The issue has persisted for several days. I am extremely worried about this.  Kindly investigate and update me.",credit_card
This is regarding a serious concern. I am facing an issue related to payment not reflected. This problem started yesterday. This has caused financial stress. This situation is unacceptable. Looking forward to quick resolution. asap,payment
I am writing to report an issue. I am facing an issue related to service quality issue. This problem started yesterday. This has caused financial stress.  I request urgent assistance. !!!!,other
I am writing to report an issue. I am facing an issue related to payment failed but money deducted.  I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution. asap,payment
This is regarding a serious concern. I am facing an issue related to general banking inquiry. This problem started yesterday. I am extremely worried about this. This is very frustrating. Looking forward to quick resolution. asap,other
I am writing to report an issue. I am facing an issue related to UPI transaction stuck. I noticed this issue recently. This issue is affecting my daily transactions. This is very frustrating. Please resolve this immediately. !!!!,payment
"Hi Team, I am facing an issue related to service quality issue. The issue has persisted for several days. I am unable to continue normal banking.  I request urgent assistance. pls help",other
I am writing to report an issue. I am facing an issue related to payment failed but money deducted. The issue has persisted for several days.  This is very frustrating. Please refund the deducted amount. pls help,payment
"Dear Customer Care, I am facing an issue related to suspicious login activity. I noticed this issue recently. This has caused financial stress. I am disappointed with the service. Please resolve this immediately. asap",fraud
"Hello Support Team, I am facing an issue related to UPI transaction stuck.    I request urgent assistance. pls help",payment
"Hello Support Team, I am facing an issue related to customer support not responding. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. I request urgent assistance. asap",other
I am writing to report an issue. I am facing an issue related to payment not reflected. I noticed this issue recently. I am extremely worried about this. I am disappointed with the service. Please refund the deducted amount. !!!!,payment
This is regarding a serious concern. I am facing an issue related to password reset not working.   This situation is unacceptable. Looking forward to quick resolution. !!!!,account
I am writing to report an issue. I am facing an issue related to customer support not responding. The issue has persisted for several days. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. asap,other
This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. This has caused financial stress. This is very frustrating. Please resolve this immediately. pls help,fraud
"Hi Team, I am facing an issue related to transaction pending for long time. The issue has persisted for several days.  This is very frustrating. Looking forward to quick resolution. !!!!",payment
"Hello Support Team, I am facing an issue related to unexpected credit card charges.  I am unable to continue normal banking.  I request urgent assistance. urgent",credit_card
"Dear Customer Care, I am facing an issue related to mobile number update issue. I noticed this issue recently. This has caused financial stress. This is very frustrating. Kindly investigate and update me. !!!!",account
"Hello Support Team, I am facing an issue related to payment failed but money deducted. This problem started yesterday. This has caused financial stress.  I request urgent assistance. urgent",payment
I am writing to report an issue. I am facing an issue related to payment not reflected. I already contacted support but received no resolution. I am unable to continue normal banking. I am disappointed with the service. Kindly investigate and update me. pls help,payment
"Hi Team, I am facing an issue related to service quality issue. I already contacted support but received no resolution. This issue is affecting my daily transactions.  Looking forward to quick resolution.",other
This is regarding a serious concern. I am facing an issue related to unable to login to my account. The issue has persisted for several days.  This is very frustrating. Please refund the deducted amount.,account
"Hello Support Team, I am facing an issue related to incorrect EMI deduction.  This issue is affecting my daily transactions.  Please resolve this immediately. !!!!",loan
"Hello Support Team, I am facing an issue related to unknown deduction from account. This problem started yesterday. I am unable to continue normal banking.  I request urgent assistance. !!!!",fraud
This is regarding a serious concern. I am facing an issue related to account hacked. I noticed this issue recently. This issue is affecting my daily transactions. This is very frustrating. Please refund the deducted amount.,fraud
I am writing to report an issue. I am facing an issue related to customer support not responding. I noticed this issue recently.  I am disappointed with the service. Please refund the deducted amount. !!!!,other
I am writing to report an issue. I am facing an issue related to unable to login to my account. I already contacted support but received no resolution. I am unable to continue normal banking.  Please refund the deducted amount. asap,account
I am writing to report an issue. I am facing an issue related to technical issue in application. The issue has persisted for several days. This issue is affecting my daily transactions. This situation is unacceptable. Looking forward to quick resolution.,other
This is regarding a serious concern. I am facing an issue related to mobile app crashing frequently. This problem started yesterday. I am extremely worried about this. I am disappointed with the service. Looking forward to quick resolution. urgent,other
"Hello Support Team, I am facing an issue related to unknown deduction from account.   I am disappointed with the service. Please resolve this immediately. urgent",fraud
I am writing to report an issue. I am facing an issue related to someone accessed my account. This problem started yesterday.  This is very frustrating. Kindly investigate and update me. asap,fraud
"Hi Team, I am facing an issue related to transaction pending for long time. The issue has persisted for several days. I am extremely worried about this. This situation is unacceptable. Kindly investigate and update me. urgent",payment
"Dear Customer Care, I am facing an issue related to mobile app crashing frequently.  This has caused financial stress. This situation is unacceptable. Kindly investigate and update me. urgent",other
This is regarding a serious concern. I am facing an issue related to unable to login to my account. This problem started yesterday. This issue is affecting my daily transactions. This situation is unacceptable. I request urgent assistance.,account
"Dear Customer Care, I am facing an issue related to mobile app crashing frequently.  I am unable to continue normal banking. This is very frustrating. Please refund the deducted amount. asap",other
"Hi Team, I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution. This has caused financial stress. This is very frustrating. I request urgent assistance. pls help",fraud
I am writing to report an issue. I am facing an issue related to double payment charged. This problem started yesterday. I am unable to continue normal banking. This is very frustrating. Looking forward to quick resolution.,payment
"Dear Customer Care, I am facing an issue related to password reset not working. The issue has persisted for several days. This issue is affecting my daily transactions. I am disappointed with the service. I request urgent assistance. pls help",account
"Dear Customer Care, I am facing an issue related to unexpected credit card charges. This problem started yesterday. This issue is affecting my daily transactions. This is very frustrating. I request urgent assistance. urgent",credit_card
This is regarding a serious concern. I am facing an issue related to payment not reflected. The issue has persisted for several days. I am unable to continue normal banking.  I request urgent assistance. urgent,payment
"Dear Customer Care, I am facing an issue related to password reset not working. I already contacted support but received no resolution. This issue is affecting my daily transactions. This situation is unacceptable. Please resolve this immediately. pls help",account
This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. The issue has persisted for several days. This issue is affecting my daily transactions. This is very frustrating. Looking forward to quick resolution. pls help,fraud
"Hi Team, I am facing an issue related to incorrect EMI deduction. I already contacted support but received no resolution. This has caused financial stress. This situation is unacceptable. Kindly investigate and update me. pls help",loan
This is regarding a serious concern. I am facing an issue related to fraudulent transaction detected. I already contacted support but received no resolution.  This situation is unacceptable. Kindly investigate and update me. pls help,fraud
I am writing to report an issue. I am facing an issue related to mobile number update issue. I noticed this issue recently. I am unable to continue normal banking.  Please refund the deducted amount. asap,account
